Time_of_Day,Day_of_Week,Month,Weather_Conditions,Road_Type,Road_Condition,Lighting_Conditions,Traffic_Control_Presence,Speed_Limit,Driver_Age,Driver_Gender,Alcohol_Involvement,Number_of_Vehicles_Involved,Accident_Severity
Night,Friday,Jun,Clear,Highway,Potholes,Street Lit,Signal,80,78,Female,No,1,Fatal
Evening,Tuesday,May,Clear,Rural Road,Dry,No Lighting,Signal,30,52,Male,No,2,Minor
Morning,Sunday,Oct,Clear,Highway,Dry,Daylight,Signal,60,40,Male,Yes,1,Fatal
Evening,Thursday,Jul,Rain,Highway,Wet,Street Lit,Signal,40,71,Male,No,1,Minor
Morning,Thursday,Jan,Rain,Rural Road,Dry,Street Lit,Signal,50,75,Male,No,1,Major
Morning,Saturday,Dec,Clear,City Road,Wet,Daylight,Speed Breaker,60,65,Male,Yes,1,Minor
Morning,Tuesday,Jul,Clear,Highway,Dry,Street Lit,Speed Breaker,100,56,Female,Yes,1,Minor
Afternoon,Saturday,Mar,Clear,Highway,Dry,Daylight,Speed Breaker,100,40,Female,No,1,Minor
Night,Tuesday,Sep,Clear,Highway,Dry,Street Lit,Signal,40,75,Female,No,1,Minor
Morning,Wednesday,Jun,Clear,Highway,Under Construction,Daylight,None,60,54,Male,No,2,Major
Morning,Sunday,Sep,Rain,Rural Road,Dry,Daylight,None,60,74,Female,No,3,Major
Afternoon,Thursday,May,Snow,City Road,Wet,Street Lit,Signal,40,40,Male,No,1,Minor
Morning,Thursday,Jul,Snow,City Road,Potholes,Street Lit,Signal,80,56,Male,No,1,Fatal
Evening,Wednesday,Apr,Fog,Rural Road,Dry,Daylight,Speed Breaker,80,45,Female,No,1,Minor
Evening,Monday,Jul,Rain,City Road,Dry,Daylight,Signal,100,79,Male,No,2,Minor
Night,Sunday,Jan,Rain,Highway,Dry,Daylight,Signal,30,36,Male,No,4,Minor
Morning,Saturday,Jul,Clear,City Road,Dry,Daylight,Speed Breaker,50,66,Male,No,1,Minor
Afternoon,Wednesday,Aug,Rain,Rural Road,Dry,Street Lit,Speed Breaker,100,65,Female,No,1,Major
Evening,Saturday,May,Clear,City Road,Wet,No Lighting,Signal,80,79,Male,No,2,Minor
Afternoon,Friday,Feb,Clear,Highway,Potholes,Daylight,Speed Breaker,100,47,Male,No,2,Minor
Afternoon,Thursday,May,Rain,City Road,Potholes,Street Lit,None,40,38,Male,No,1,Minor
Evening,Saturday,Jun,Clear,City Road,Under Construction,Daylight,Signal,60,41,Female,Yes,2,Minor
Afternoon,Tuesday,Dec,Clear,Rural Road,Under Construction,Street Lit,Speed Breaker,60,38,Female,Yes,2,Minor
Evening,Saturday,Feb,Storm,Highway,Dry,Daylight,Signal,30,43,Male,No,4,Minor
Afternoon,Friday,Jun,Clear,City Road,Wet,Daylight,Signal,60,68,Male,No,1,Minor
Evening,Sunday,Jun,Clear,Rural Road,Under Construction,Street Lit,Speed Breaker,80,74,Male,No,4,Major
Morning,Thursday,Jan,Storm,City Road,Dry,Daylight,Signal,50,67,Male,No,1,Minor
Night,Wednesday,Jan,Rain,City Road,Potholes,Street Lit,Signal,50,68,Female,No,2,Minor
Evening,Friday,Nov,Clear,Highway,Dry,Street Lit,Signal,80,77,Male,No,1,Minor
Evening,Thursday,Oct,Clear,Highway,Wet,Daylight,Speed Breaker,60,53,Male,No,1,Fatal
Night,Saturday,Mar,Clear,Highway,Wet,Daylight,Speed Breaker,100,43,Female,No,2,Minor
Evening,Sunday,Oct,Fog,Rural Road,Potholes,Street Lit,Signal,50,50,Male,No,1,Fatal
Evening,Monday,Oct,Rain,Highway,Dry,Street Lit,Speed Breaker,50,76,Female,No,1,Fatal
Afternoon,Sunday,Dec,Clear,City Road,Wet,Daylight,Signal,120,53,Female,No,1,Major
Night,Monday,Mar,Clear,City Road,Dry,Daylight,Speed Breaker,100,21,Female,No,1,Minor
Morning,Tuesday,Apr,Clear,Highway,Dry,Street Lit,Signal,30,26,Male,No,1,Minor
Evening,Sunday,Feb,Snow,City Road,Wet,Daylight,Speed Breaker,80,25,Male,No,3,Minor
Night,Thursday,Sep,Clear,City Road,Dry,Daylight,None,40,19,Female,No,1,Major
Afternoon,Monday,Oct,Rain,Rural Road,Wet,Daylight,None,30,46,Male,No,1,Major
Morning,Wednesday,Dec,Clear,City Road,Dry,Street Lit,Signal,50,40,Male,No,1,Fatal
Night,Thursday,Nov,Rain,City Road,Dry,Street Lit,None,50,23,Male,No,1,Major
Morning,Wednesday,Jul,Storm,Highway,Wet,No Lighting,Signal,100,72,Male,No,1,Minor
Morning,Sunday,Jul,Rain,Rural Road,Dry,Street Lit,None,80,60,Female,Yes,1,Minor
Morning,Wednesday,Jun,Clear,Highway,Dry,No Lighting,Signal,120,53,Male,Yes,1,Minor
Evening,Monday,Mar,Rain,City Road,Potholes,Daylight,Signal,80,79,Male,Yes,1,Minor
Evening,Thursday,Jun,Rain,Highway,Dry,Street Lit,Signal,60,63,Female,No,2,Major
Afternoon,Saturday,Dec,Clear,Rural Road,Wet,Daylight,Signal,80,38,Female,Yes,2,Fatal
Afternoon,Friday,Aug,Fog,City Road,Dry,Street Lit,Speed Breaker,120,39,Male,No,1,Minor
Night,Monday,Aug,Rain,City Road,Dry,Daylight,None,80,26,Male,Yes,1,Major
Afternoon,Monday,Nov,Fog,Highway,Dry,Daylight,Speed Breaker,80,51,Male,No,3,Major
Morning,Saturday,Sep,Rain,City Road,Dry,Street Lit,Speed Breaker,100,76,Male,No,1,Minor
Morning,Thursday,Jan,Clear,City Road,Dry,Street Lit,Speed Breaker,40,74,Female,No,3,Minor
Evening,Thursday,Jan,Clear,City Road,Dry,Daylight,Signal,80,43,Male,No,1,Major
Morning,Sunday,Mar,Clear,Highway,Dry,Street Lit,Signal,100,18,Male,No,1,Minor
Night,Wednesday,Mar,Storm,Rural Road,Dry,Daylight,Signal,120,53,Male,No,2,Minor
Morning,Sunday,Oct,Rain,Rural Road,Dry,Daylight,Signal,50,61,Male,No,3,Minor
Morning,Saturday,Aug,Rain,Highway,Dry,Street Lit,Signal,60,22,Male,No,1,Fatal
Night,Sunday,Oct,Clear,City Road,Dry,Daylight,Signal,80,58,Male,No,1,Minor
Afternoon,Saturday,Jan,Clear,City Road,Potholes,No Lighting,Signal,50,39,Female,No,1,Major
Afternoon,Thursday,Feb,Rain,City Road,Wet,Daylight,Signal,80,21,Male,No,3,Major
Night,Wednesday,Feb,Clear,Highway,Wet,Street Lit,None,50,65,Female,Yes,2,Major
Evening,Sunday,Mar,Clear,City Road,Dry,Street Lit,Signal,50,19,Male,Yes,1,Minor
Morning,Monday,Jun,Rain,City Road,Potholes,Daylight,Speed Breaker,60,33,Male,No,1,Major
Night,Tuesday,Jan,Clear,City Road,Wet,Daylight,Speed Breaker,60,33,Male,No,1,Minor
Morning,Friday,Feb,Clear,City Road,Wet,Street Lit,Speed Breaker,60,70,Male,No,1,Minor
Evening,Monday,Jan,Clear,City Road,Dry,Street Lit,Signal,60,73,Male,No,1,Fatal
Morning,Thursday,May,Clear,City Road,Potholes,Daylight,Signal,50,73,Male,No,2,Minor
Night,Friday,Jul,Snow,Highway,Under Construction,Daylight,Signal,50,39,Female,No,1,Major
Morning,Tuesday,Aug,Clear,Rural Road,Under Construction,Daylight,Signal,30,60,Female,Yes,1,Minor
Afternoon,Tuesday,Oct,Clear,City Road,Dry,Daylight,Signal,50,18,Male,No,2,Minor
Evening,Wednesday,Jan,Clear,Highway,Dry,Daylight,Speed Breaker,60,32,Male,No,1,Fatal
Evening,Friday,Jul,Rain,Highway,Dry,Daylight,Speed Breaker,80,41,Female,Yes,1,Major
Evening,Wednesday,May,Clear,City Road,Dry,Street Lit,Speed Breaker,50,21,Male,No,1,Minor
Night,Monday,Oct,Rain,Rural Road,Under Construction,Street Lit,Signal,40,79,Female,No,1,Fatal
Evening,Saturday,Jan,Clear,Highway,Dry,No Lighting,Signal,80,35,Female,Yes,2,Major
Afternoon,Saturday,Mar,Clear,City Road,Dry,Street Lit,None,50,34,Male,No,2,Minor
Night,Saturday,Jul,Clear,Highway,Dry,No Lighting,Signal,120,24,Male,No,1,Major
Afternoon,Friday,Oct,Fog,City Road,Dry,Daylight,Speed Breaker,80,67,Male,No,1,Minor
Morning,Saturday,Jan,Fog,Rural Road,Dry,Street Lit,Speed Breaker,50,62,Female,No,1,Minor
Morning,Monday,Jul,Clear,City Road,Wet,No Lighting,Signal,50,69,Male,No,1,Minor
Morning,Wednesday,May,Clear,Highway,Dry,Street Lit,Signal,60,69,Female,No,1,Minor
Morning,Friday,Jan,Storm,City Road,Dry,Daylight,Signal,40,78,Male,No,1,Minor
Afternoon,Wednesday,Jan,Clear,Highway,Dry,Street Lit,Signal,40,27,Male,Yes,1,Major
Night,Friday,Jan,Fog,City Road,Dry,No Lighting,Signal,50,18,Male,No,1,Major
Night,Wednesday,Nov,Clear,City Road,Dry,Street Lit,Signal,80,19,Male,No,2,Minor
Evening,Tuesday,Sep,Storm,City Road,Wet,Daylight,Signal,60,66,Male,No,3,Major
Afternoon,Wednesday,Nov,Rain,Highway,Wet,Street Lit,Speed Breaker,30,39,Male,No,3,Minor
Morning,Saturday,Mar,Storm,Rural Road,Wet,No Lighting,None,80,49,Male,No,1,Major
Afternoon,Tuesday,May,Rain,City Road,Wet,Daylight,Signal,60,46,Male,No,2,Minor
Evening,Wednesday,Nov,Clear,Highway,Dry,Street Lit,None,60,52,Male,No,2,Major
Evening,Friday,Oct,Storm,City Road,Potholes,Daylight,None,50,34,Female,No,3,Fatal
Afternoon,Friday,Dec,Clear,City Road,Under Construction,Street Lit,None,60,29,Male,No,1,Major
Afternoon,Friday,Sep,Clear,City Road,Potholes,Street Lit,None,120,41,Male,No,2,Fatal
Afternoon,Thursday,Jun,Rain,City Road,Dry,Daylight,Signal,40,47,Female,No,1,Minor
Night,Monday,Dec,Rain,City Road,Potholes,Daylight,Signal,50,61,Female,No,2,Major
Morning,Friday,Sep,Storm,Highway,Under Construction,Street Lit,Speed Breaker,50,47,Male,No,1,Minor
Afternoon,Tuesday,Aug,Clear,City Road,Under Construction,Daylight,Speed Breaker,50,37,Male,No,2,Minor
Afternoon,Friday,Aug,Rain,City Road,Dry,Daylight,None,60,59,Female,No,3,Major
Afternoon,Thursday,Jan,Rain,Highway,Wet,Street Lit,None,100,24,Female,Yes,1,Major
Evening,Saturday,Sep,Clear,City Road,Potholes,Daylight,Speed Breaker,100,59,Female,No,1,Minor
Evening,Tuesday,Jun,Clear,Rural Road,Wet,Daylight,Signal,50,67,Male,No,1,Minor
Night,Thursday,Sep,Clear,Rural Road,Dry,No Lighting,Signal,60,71,Male,No,1,Minor
Morning,Saturday,Mar,Clear,Highway,Potholes,Daylight,Signal,80,55,Male,No,1,Minor
Night,Sunday,Dec,Snow,Highway,Dry,Daylight,Speed Breaker,60,24,Female,No,1,Minor
Morning,Sunday,Mar,Rain,City Road,Dry,Street Lit,Speed Breaker,60,77,Male,No,3,Minor
Evening,Tuesday,Jun,Rain,Highway,Dry,Street Lit,None,50,66,Male,No,1,Minor
Evening,Wednesday,Sep,Snow,Rural Road,Potholes,No Lighting,Speed Breaker,60,47,Female,Yes,2,Fatal
Evening,Monday,Jul,Clear,Highway,Dry,No Lighting,None,60,29,Male,Yes,3,Major
Night,Monday,Mar,Fog,Highway,Dry,Street Lit,Speed Breaker,80,66,Male,No,3,Minor
Afternoon,Thursday,Mar,Clear,City Road,Wet,Daylight,None,80,48,Male,No,2,Fatal
Afternoon,Saturday,Feb,Fog,Highway,Wet,Daylight,Signal,40,35,Male,No,1,Major
Evening,Monday,Sep,Clear,City Road,Dry,Daylight,None,40,63,Male,No,2,Minor
Afternoon,Saturday,Mar,Storm,City Road,Potholes,Daylight,Speed Breaker,100,60,Male,No,1,Minor
Afternoon,Saturday,Nov,Clear,Highway,Potholes,Street Lit,Signal,60,19,Male,No,3,Minor
Night,Thursday,May,Clear,Highway,Dry,Street Lit,Signal,100,70,Male,No,2,Minor
Morning,Thursday,Sep,Rain,City Road,Dry,Daylight,None,40,50,Male,No,2,Minor
Evening,Thursday,Aug,Clear,Highway,Dry,Street Lit,Signal,60,28,Male,No,1,Minor
Evening,Monday,Feb,Rain,City Road,Dry,Daylight,Signal,60,51,Male,No,1,Minor
Night,Sunday,Mar,Clear,City Road,Dry,Daylight,Signal,100,33,Male,No,2,Major
Night,Thursday,Feb,Rain,City Road,Potholes,Street Lit,Speed Breaker,40,71,Male,No,3,Minor
Afternoon,Monday,Aug,Clear,Rural Road,Under Construction,Daylight,None,50,52,Male,No,1,Major
Evening,Thursday,Jun,Clear,Rural Road,Dry,Daylight,Signal,60,69,Male,No,3,Minor
Morning,Friday,Jun,Clear,Rural Road,Dry,Daylight,Signal,100,50,Male,No,1,Fatal
Night,Saturday,Dec,Clear,Highway,Dry,Daylight,None,100,38,Male,No,2,Minor
Morning,Thursday,Sep,Clear,Highway,Dry,Street Lit,Speed Breaker,120,37,Male,No,2,Fatal
Morning,Tuesday,Aug,Clear,Highway,Dry,No Lighting,None,120,25,Female,No,1,Major
Evening,Saturday,Apr,Clear,Rural Road,Under Construction,Daylight,Signal,30,68,Male,No,1,Major
Evening,Saturday,Dec,Clear,Rural Road,Potholes,Daylight,Signal,30,43,Male,Yes,2,Major
Night,Thursday,Apr,Rain,Rural Road,Dry,Street Lit,Signal,40,50,Male,No,1,Minor
Evening,Sunday,Sep,Fog,Highway,Under Construction,No Lighting,Speed Breaker,50,79,Female,No,1,Fatal
Evening,Wednesday,Jan,Clear,Rural Road,Dry,Daylight,Signal,100,78,Male,No,2,Minor
Evening,Sunday,Feb,Rain,City Road,Wet,Daylight,Signal,100,43,Male,No,2,Minor
Morning,Thursday,Feb,Rain,Highway,Dry,Street Lit,Signal,50,54,Male,No,1,Minor
Night,Saturday,Jun,Clear,City Road,Dry,Street Lit,Signal,80,47,Male,No,1,Minor
Afternoon,Tuesday,Apr,Rain,Highway,Potholes,Daylight,None,100,48,Female,No,1,Major
Morning,Saturday,Nov,Clear,City Road,Dry,Street Lit,Signal,60,50,Male,Yes,2,Fatal
Evening,Sunday,Oct,Clear,Highway,Wet,Daylight,Speed Breaker,40,28,Female,Yes,1,Minor
Morning,Tuesday,Mar,Clear,City Road,Dry,Daylight,None,60,70,Male,No,2,Fatal
Evening,Monday,Mar,Rain,City Road,Dry,Daylight,Signal,60,58,Male,No,2,Minor
Evening,Friday,Mar,Rain,Rural Road,Dry,Street Lit,Speed Breaker,60,22,Male,No,1,Minor
Morning,Saturday,Jun,Clear,City Road,Dry,Daylight,None,60,19,Male,No,1,Minor
Night,Thursday,Aug,Clear,City Road,Wet,Daylight,None,30,30,Male,No,3,Major
Evening,Monday,Nov,Snow,City Road,Dry,Daylight,Signal,120,35,Male,No,1,Minor
Night,Friday,Jul,Clear,Rural Road,Wet,Street Lit,Signal,60,43,Male,No,2,Minor
Afternoon,Thursday,Apr,Clear,Highway,Wet,Daylight,Signal,60,42,Female,No,3,Minor
Evening,Wednesday,Nov,Storm,City Road,Wet,Daylight,Speed Breaker,120,61,Male,No,3,Minor
Night,Thursday,Dec,Rain,Highway,Dry,Daylight,Speed Breaker,50,31,Male,No,1,Major
Night,Tuesday,Apr,Rain,Highway,Potholes,Street Lit,Speed Breaker,50,22,Male,No,1,Minor
Afternoon,Tuesday,Nov,Rain,City Road,Dry,Daylight,Signal,100,76,Male,No,4,Minor
Night,Wednesday,Oct,Fog,Rural Road,Dry,Daylight,Signal,50,73,Male,No,2,Minor
Night,Monday,Nov,Clear,Highway,Dry,Daylight,Speed Breaker,80,59,Female,Yes,1,Minor
Afternoon,Friday,Nov,Clear,City Road,Dry,Street Lit,Signal,50,69,Female,No,1,Minor
Evening,Thursday,Nov,Clear,Rural Road,Dry,Daylight,Speed Breaker,30,19,Male,No,1,Minor
Night,Tuesday,Feb,Snow,Rural Road,Wet,Street Lit,Signal,60,21,Male,No,3,Major
Night,Monday,Jan,Rain,Highway,Dry,Street Lit,Signal,50,29,Male,No,1,Minor
Night,Wednesday,Sep,Clear,Rural Road,Dry,No Lighting,Signal,80,28,Female,No,2,Minor
Morning,Sunday,Dec,Fog,Highway,Wet,Daylight,Signal,80,21,Male,No,2,Minor
Afternoon,Saturday,Dec,Clear,City Road,Dry,No Lighting,Signal,100,60,Male,No,2,Minor
Morning,Sunday,Feb,Clear,Highway,Dry,Daylight,Signal,80,26,Female,No,2,Minor
Afternoon,Sunday,Aug,Clear,Highway,Dry,Daylight,Signal,50,27,Female,No,3,Minor
Evening,Tuesday,Sep,Clear,City Road,Wet,Street Lit,Signal,100,44,Male,No,1,Minor
Evening,Wednesday,Apr,Fog,City Road,Dry,Daylight,Signal,80,23,Female,No,1,Major
Night,Thursday,Aug,Clear,Highway,Dry,Daylight,Speed Breaker,80,32,Male,No,2,Minor
Afternoon,Sunday,Sep,Fog,Highway,Dry,Daylight,Signal,100,59,Male,No,1,Major
Evening,Sunday,Oct,Rain,City Road,Wet,Street Lit,Speed Breaker,60,48,Male,No,1,Minor
Afternoon,Friday,Oct,Clear,Highway,Wet,Daylight,Speed Breaker,60,39,Female,No,1,Minor
Evening,Tuesday,May,Snow,City Road,Under Construction,Street Lit,Speed Breaker,80,70,Male,No,1,Major
Morning,Tuesday,Jul,Clear,Highway,Dry,Street Lit,None,50,23,Male,No,2,Minor
Evening,Thursday,Oct,Clear,Highway,Dry,Street Lit,Signal,50,50,Female,No,2,Minor
Morning,Saturday,Apr,Clear,Highway,Dry,Daylight,Speed Breaker,80,46,Male,No,1,Major
Evening,Monday,Jan,Fog,City Road,Dry,No Lighting,None,50,38,Female,Yes,2,Major
Night,Friday,Mar,Clear,Highway,Dry,Daylight,None,40,77,Male,No,1,Fatal
Morning,Tuesday,May,Clear,Highway,Dry,Daylight,Signal,30,71,Male,No,2,Major
Evening,Friday,Mar,Clear,Rural Road,Dry,Daylight,Signal,80,73,Male,No,1,Major
Night,Tuesday,Dec,Clear,City Road,Wet,Daylight,Signal,60,69,Female,Yes,2,Minor
Morning,Friday,Nov,Rain,Highway,Dry,Daylight,Speed Breaker,80,47,Male,No,1,Minor
Night,Wednesday,Jul,Clear,City Road,Wet,Daylight,Speed Breaker,60,38,Male,No,1,Minor
Afternoon,Sunday,Dec,Clear,Rural Road,Dry,Daylight,Signal,60,53,Male,No,2,Minor
Afternoon,Tuesday,Sep,Clear,Highway,Dry,Daylight,Speed Breaker,60,72,Female,No,1,Minor
Morning,Friday,Dec,Clear,Highway,Dry,Street Lit,Speed Breaker,80,75,Male,No,4,Major
Evening,Monday,Jun,Storm,City Road,Dry,Street Lit,Signal,60,39,Male,No,2,Minor
Morning,Wednesday,Oct,Clear,City Road,Dry,Street Lit,None,120,63,Male,No,1,Major
Night,Wednesday,Jan,Snow,City Road,Dry,Daylight,Speed Breaker,100,37,Female,No,2,Minor
Evening,Monday,Jul,Clear,Highway,Potholes,Daylight,Signal,100,39,Male,No,1,Minor
Afternoon,Friday,Mar,Clear,Highway,Wet,No Lighting,Speed Breaker,100,78,Male,No,1,Minor
Evening,Thursday,May,Fog,City Road,Dry,Daylight,Signal,60,69,Female,No,4,Minor
Afternoon,Monday,Oct,Clear,Highway,Under Construction,Street Lit,Speed Breaker,60,77,Female,Yes,1,Minor
Evening,Friday,Apr,Rain,City Road,Wet,Daylight,None,80,57,Male,No,2,Major
Evening,Monday,Oct,Snow,City Road,Wet,No Lighting,None,80,28,Female,No,1,Minor
Evening,Monday,May,Clear,Highway,Under Construction,Daylight,Signal,100,64,Male,Yes,2,Minor
Night,Tuesday,May,Clear,Rural Road,Dry,Daylight,Signal,80,48,Male,No,1,Major
Night,Friday,Jun,Rain,City Road,Dry,Street Lit,Signal,120,68,Male,No,1,Minor
Morning,Thursday,Oct,Clear,City Road,Dry,Daylight,Speed Breaker,50,57,Male,No,4,Minor
Morning,Sunday,Dec,Clear,Highway,Dry,Daylight,Signal,100,30,Female,No,1,Minor
Afternoon,Tuesday,Oct,Clear,Highway,Dry,Daylight,Speed Breaker,80,35,Male,No,2,Minor
Night,Monday,Nov,Clear,City Road,Dry,Street Lit,Signal,80,39,Male,No,1,Major
Afternoon,Sunday,Jun,Rain,Highway,Potholes,Daylight,Signal,50,73,Male,No,1,Major
Morning,Saturday,Aug,Clear,Rural Road,Potholes,Daylight,Signal,80,34,Male,Yes,2,Major
Afternoon,Sunday,Aug,Clear,Highway,Under Construction,Daylight,None,100,55,Male,No,1,Minor
Morning,Monday,Nov,Rain,City Road,Under Construction,Daylight,Speed Breaker,50,42,Male,No,1,Major
Night,Monday,Sep,Clear,Highway,Potholes,Street Lit,Signal,80,49,Male,No,3,Minor
Evening,Friday,Aug,Clear,City Road,Dry,Daylight,Signal,60,32,Female,No,2,Minor
Night,Friday,Nov,Rain,Highway,Dry,Daylight,Speed Breaker,120,30,Male,No,1,Minor
Afternoon,Tuesday,Feb,Clear,City Road,Dry,Daylight,Signal,60,75,Male,No,1,Major
Afternoon,Thursday,Dec,Rain,Highway,Under Construction,Daylight,Speed Breaker,50,43,Male,No,2,Major
Night,Tuesday,Oct,Fog,Rural Road,Dry,Daylight,None,60,67,Male,No,4,Major
Night,Wednesday,Dec,Clear,Highway,Wet,Daylight,Speed Breaker,80,28,Female,No,4,Major
Morning,Monday,Nov,Clear,Rural Road,Dry,Daylight,Speed Breaker,40,30,Female,No,3,Minor
Afternoon,Sunday,Jan,Clear,City Road,Dry,No Lighting,Speed Breaker,80,50,Male,Yes,1,Minor
Afternoon,Saturday,Oct,Clear,Highway,Wet,Daylight,None,100,67,Male,No,3,Major
Night,Monday,Feb,Fog,City Road,Dry,Street Lit,None,100,54,Male,No,3,Major
Evening,Monday,Feb,Fog,Highway,Dry,Daylight,Speed Breaker,40,55,Male,No,1,Major
Afternoon,Tuesday,Dec,Clear,Rural Road,Dry,Daylight,Signal,120,18,Male,No,1,Minor
Evening,Saturday,Mar,Rain,City Road,Dry,Daylight,Signal,80,56,Female,No,1,Major
Night,Saturday,Oct,Storm,Highway,Wet,Daylight,Signal,50,44,Female,Yes,2,Minor
Night,Saturday,Jul,Snow,Highway,Dry,No Lighting,Speed Breaker,30,53,Male,No,1,Major
Morning,Tuesday,Feb,Clear,Highway,Dry,No Lighting,Speed Breaker,50,49,Female,No,1,Minor
Afternoon,Monday,Jan,Clear,Rural Road,Dry,Street Lit,Signal,100,58,Female,No,1,Fatal
Evening,Tuesday,Jun,Clear,Highway,Under Construction,Street Lit,Signal,30,32,Female,Yes,1,Minor
Morning,Friday,Sep,Snow,City Road,Dry,Daylight,Signal,50,48,Female,No,1,Major
Afternoon,Friday,Mar,Clear,City Road,Wet,Daylight,None,80,23,Male,No,2,Minor
Morning,Tuesday,Jun,Rain,Rural Road,Wet,No Lighting,Speed Breaker,60,42,Male,No,1,Minor
Night,Saturday,Mar,Clear,Highway,Dry,Street Lit,Speed Breaker,80,66,Female,No,3,Minor
Afternoon,Monday,Jan,Clear,City Road,Under Construction,Daylight,Signal,80,69,Female,No,3,Major
Morning,Tuesday,Dec,Clear,City Road,Wet,Daylight,Speed Breaker,40,35,Female,No,3,Minor
Morning,Tuesday,May,Snow,City Road,Dry,Daylight,Signal,100,39,Male,No,2,Minor
Evening,Tuesday,Oct,Clear,Highway,Dry,No Lighting,Speed Breaker,50,48,Male,No,1,Fatal
Morning,Wednesday,Nov,Rain,Highway,Potholes,Daylight,Signal,60,53,Male,No,1,Major
Afternoon,Friday,Apr,Clear,Highway,Wet,Daylight,Signal,80,26,Male,No,1,Minor
Afternoon,Sunday,Jul,Clear,City Road,Dry,Daylight,Signal,50,63,Male,No,4,Minor
Evening,Saturday,Jun,Clear,Highway,Dry,Street Lit,Signal,120,20,Male,No,1,Minor
Afternoon,Thursday,Oct,Clear,City Road,Under Construction,Daylight,None,60,50,Male,No,1,Major
Night,Sunday,Jul,Clear,Highway,Wet,Street Lit,Signal,40,44,Male,No,2,Major
Afternoon,Saturday,May,Clear,Rural Road,Wet,Daylight,Signal,100,78,Male,No,3,Major
Afternoon,Thursday,Apr,Clear,Rural Road,Dry,Street Lit,Speed Breaker,60,60,Male,No,2,Minor
Morning,Wednesday,Jul,Clear,City Road,Wet,Street Lit,None,80,18,Male,Yes,2,Major
Morning,Tuesday,Jul,Snow,Highway,Dry,Daylight,Signal,60,61,Male,No,1,Minor
Afternoon,Wednesday,Jun,Storm,Highway,Dry,Daylight,Speed Breaker,100,74,Female,No,2,Minor
Evening,Wednesday,Aug,Clear,Highway,Wet,Daylight,None,30,26,Male,No,1,Major
Morning,Sunday,Apr,Rain,Highway,Potholes,Daylight,Signal,50,22,Male,Yes,3,Minor
Evening,Monday,Oct,Storm,City Road,Dry,Street Lit,Signal,60,32,Female,No,1,Minor
Afternoon,Sunday,May,Clear,City Road,Dry,Daylight,Signal,40,67,Male,Yes,1,Major
Afternoon,Friday,Apr,Fog,Rural Road,Wet,Daylight,None,80,26,Female,No,3,Minor
Night,Thursday,Dec,Storm,Highway,Dry,Daylight,Signal,60,62,Male,No,1,Minor
Morning,Tuesday,Jan,Clear,City Road,Under Construction,Daylight,Signal,50,45,Female,No,3,Major
Afternoon,Sunday,Dec,Clear,City Road,Wet,Street Lit,Speed Breaker,30,30,Male,No,3,Fatal
Night,Thursday,Aug,Snow,City Road,Dry,Daylight,Speed Breaker,80,41,Female,No,2,Major
Morning,Saturday,Jan,Clear,Highway,Potholes,No Lighting,Signal,100,62,Female,No,1,Minor
Afternoon,Thursday,May,Clear,City Road,Wet,No Lighting,Speed Breaker,60,76,Male,No,1,Minor
Afternoon,Saturday,Jun,Clear,City Road,Under Construction,Daylight,Signal,60,27,Male,No,3,Minor
Morning,Sunday,Jun,Clear,City Road,Wet,Daylight,Signal,50,59,Male,No,3,Major
Morning,Friday,May,Rain,Rural Road,Under Construction,Street Lit,Speed Breaker,80,39,Male,No,1,Minor
Morning,Sunday,Mar,Rain,Highway,Dry,Daylight,None,30,56,Male,No,1,Major
Afternoon,Saturday,May,Snow,Highway,Dry,Daylight,Signal,60,77,Female,No,1,Minor
Afternoon,Thursday,Dec,Clear,City Road,Under Construction,Daylight,None,80,39,Male,No,4,Minor
Night,Thursday,Aug,Clear,City Road,Dry,Daylight,Speed Breaker,100,54,Male,No,1,Major
Evening,Saturday,Feb,Clear,Highway,Dry,Street Lit,Signal,60,69,Female,No,1,Major
Morning,Wednesday,Jun,Clear,City Road,Wet,Daylight,Speed Breaker,80,56,Male,No,2,Major
Afternoon,Friday,Sep,Clear,Rural Road,Under Construction,Daylight,Signal,60,37,Male,No,1,Fatal
Afternoon,Monday,Aug,Snow,Rural Road,Dry,No Lighting,None,100,27,Female,No,3,Fatal
Morning,Tuesday,Nov,Fog,Highway,Under Construction,Street Lit,None,60,27,Female,Yes,1,Fatal
Evening,Thursday,Aug,Clear,Rural Road,Wet,Daylight,Signal,50,43,Male,No,1,Major
Morning,Tuesday,Aug,Rain,City Road,Dry,Street Lit,Signal,100,42,Female,Yes,1,Major
Evening,Monday,Jul,Clear,City Road,Under Construction,Daylight,Signal,30,70,Male,No,1,Major
Afternoon,Sunday,Aug,Clear,City Road,Dry,Street Lit,Signal,40,73,Male,No,1,Minor
Evening,Tuesday,Jun,Rain,City Road,Dry,Daylight,Signal,40,45,Male,Yes,1,Minor
Night,Monday,Feb,Clear,City Road,Dry,Daylight,Signal,100,30,Male,No,1,Minor
Afternoon,Saturday,Feb,Snow,Highway,Dry,Street Lit,Speed Breaker,30,32,Male,Yes,3,Minor
Night,Wednesday,Aug,Rain,City Road,Dry,Daylight,Signal,100,77,Male,No,1,Minor
Morning,Thursday,Nov,Clear,City Road,Under Construction,No Lighting,None,60,77,Female,No,4,Minor
Morning,Monday,Jan,Rain,Highway,Wet,Daylight,None,30,23,Male,No,2,Fatal
